lncRNA_ID,lncRNA_Class,mRNA_ID
STRG.5542.1,intronic,XR_003474041.1
STRG.5542.1,antisense,XM_027336490.1
STRG.5542.1,antisense,XM_027336491.1
STRG.5542.1,antisense,XM_027336497.1
STRG.5542.1,antisense,XM_027336496.1
STRG.5542.1,antisense,XM_027336494.1
STRG.5542.1,antisense,XM_027336495.1
STRG.5542.1,antisense,XM_027336492.1
STRG.5542.1,antisense,XM_027336493.1
STRG.5543.1,overlapping,XR_003474159.1
STRG.5543.1,overlapping,XR_001144508.2
STRG.5543.1,overlapping,XR_003474158.1
STRG.5543.2,overlapping,XR_001144508.2
STRG.5543.2,overlapping,XR_003474159.1
STRG.5543.2,overlapping,XR_003474158.1
STRG.5544.1,overlapping,XR_001144509.2
STRG.5544.1,antisense,XM_004511061.3
STRG.5544.1,antisense,XM_027337155.1
STRG.5544.1,antisense,XM_027337156.1
STRG.5545.1,intronic,XM_027336572.1
STRG.5545.1,intronic,XM_004511069.3
STRG.5546.1,overlapping,XM_027336572.1
STRG.5546.1,intronic,XM_004511069.3
STRG.5547.1,overlapping,XM_027336528.1
STRG.5547.1,overlapping,XM_004511070.3
STRG.5548.1,overlapping,XR_003474125.1
STRG.5548.1,intronic,XM_027336537.1
STRG.5548.1,overlapping,XR_003474123.1
STRG.5548.1,overlapping,XR_003474124.1
STRG.5548.1,overlapping,XR_003474130.1
STRG.5548.1,overlapping,XR_003474128.1
STRG.5548.1,overlapping,XR_003474129.1
STRG.5548.1,overlapping,XR_003474132.1
STRG.5548.1,overlapping,XR_003474131.1
STRG.5548.1,overlapping,XR_003474126.1
STRG.5548.1,overlapping,XR_003474122.1
STRG.5548.1,overlapping,XR_003474127.1
STRG.5549.1,intronic,XM_012718829.2
STRG.5550.1,intronic,XR_003474134.1
STRG.5550.1,intronic,XM_027336544.1
STRG.5551.1,intronic,XM_027336915.1
STRG.5552.1,intronic,XM_027336672.1
STRG.5553.1,overlapping,XR_001144510.2
STRG.5554.1,antisense,XM_004511073.3
STRG.5555.1,overlapping,XR_003474320.1
STRG.5558.1,intronic,XR_003474119.1
STRG.5559.1,overlapping,XR_001144514.2
STRG.5560.1,overlapping,XR_003474155.1
STRG.5560.1,overlapping,XR_003474156.1
STRG.5561.1,intronic,XR_003474345.1
STRG.5562.1,overlapping,XM_004511102.3
STRG.5562.1,overlapping,XM_004511100.3
STRG.5562.1,overlapping,XM_027336455.1
STRG.5562.1,overlapping,XM_004511103.3
STRG.5563.1,antisense,XM_004511105.3
STRG.5563.1,antisense,XR_003474182.1
STRG.5563.1,antisense,XM_004511131.3
STRG.5565.1,overlapping,XR_001144513.2
STRG.5566.1,antisense,XM_027336916.1
STRG.5567.1,intronic,XM_012718854.2
STRG.5567.1,intronic,XM_027337081.1
STRG.5568.1,overlapping,XR_001144512.2
STRG.5569.1,overlapping,XM_004511117.3
STRG.5570.1,overlapping,XR_003473956.1
STRG.5577.1,antisense,XM_004511120.2
STRG.5578.1,overlapping,XR_190244.3
STRG.5578.2,overlapping,XR_190244.3
STRG.5579.1,overlapping,XR_003474175.1
STRG.558.1,overlapping,XM_004488530.3
STRG.5580.1,intronic,XR_003474344.1
STRG.5581.1,overlapping,XM_012718858.2
STRG.5582.1,overlapping,XM_012718856.2
STRG.5582.1,overlapping,XR_003474021.1
STRG.5582.1,overlapping,XR_001144517.2
STRG.5582.1,overlapping,XR_003474022.1
STRG.5582.1,overlapping,XM_012718857.2
STRG.5582.1,overlapping,XM_012718855.2
STRG.5583.1,intronic,XM_027336529.1
STRG.5584.1,intronic,XM_004511144.3
STRG.5584.1,intronic,XM_004511142.3
STRG.5585.1,antisense,XM_004511142.3
STRG.5588.1,antisense,XM_004511161.3
STRG.559.1,antisense,XM_027337065.1
STRG.5591.1,intronic,XR_003473972.1
STRG.5592.1,overlapping,XM_004511165.3
STRG.5595.1,intronic,XR_003474058.1
STRG.5595.1,intronic,XR_003474059.1
STRG.5595.1,overlapping,XR_001144518.2
STRG.5595.1,intronic,XR_003474060.1
STRG.5595.1,intronic,XR_003474055.1
STRG.5595.1,intronic,XR_003474056.1
STRG.5595.1,intronic,XR_003474057.1
STRG.5595.1,intronic,XR_001144519.2
STRG.5595.1,intronic,XR_003474062.1
STRG.5595.1,intronic,XR_003474061.1
STRG.5599.1,antisense,XR_003474354.1
STRG.56.1,antisense,XM_004485652.2
STRG.56.1,overlapping,XR_003471930.1
STRG.560.1,overlapping,XR_003473764.1
STRG.5601.1,overlapping,XM_027337111.1
STRG.5602.1,overlapping,XM_027337112.1
STRG.5605.1,intronic,XR_003474307.1
STRG.5606.1,overlapping,XM_027337099.1
STRG.5606.2,intronic,XM_027337099.1
STRG.561.1,overlapping,XM_027334509.1
STRG.561.1,overlapping,XM_004488535.3
STRG.561.1,overlapping,XM_012711921.2
STRG.561.1,intronic,XM_004488536.3
STRG.5610.1,overlapping,NM_001364875.1
STRG.5612.1,intronic,XM_027336629.1
STRG.5612.1,intronic,XR_003474177.1
STRG.5612.1,intronic,XR_003474178.1
STRG.5614.1,overlapping,XR_003473987.1
STRG.5616.1,overlapping,XM_027336931.1
STRG.5618.1,overlapping,XR_003474572.1
STRG.5619.1,antisense,XM_027337461.1
STRG.5619.1,intronic,XM_027337392.1
STRG.5619.1,intronic,XM_012718914.2
STRG.5619.1,intronic,XM_027337393.1
STRG.5620.1,antisense,XM_012718914.2
STRG.5620.1,antisense,XM_027337393.1
STRG.5620.1,antisense,XM_027337392.1
STRG.5620.1,antisense,XM_027337394.1
STRG.5620.1,antisense,XM_027337390.1
STRG.5620.1,antisense,XM_004511234.3
STRG.5620.1,overlapping,XR_003474525.1
STRG.5621.1,overlapping,XM_004511241.3
STRG.5622.1,antisense,XM_004511242.3
STRG.5623.1,overlapping,XM_004511243.3
STRG.5624.1,overlapping,XM_004511247.3
STRG.5625.1,overlapping,XM_004511252.3
STRG.5626.1,overlapping,XM_004511263.3
STRG.5627.1,antisense,XR_001144539.2
STRG.5628.1,overlapping,XR_001144530.2
STRG.5628.1,overlapping,XR_190252.3
STRG.5628.1,overlapping,XR_003474484.1
STRG.5629.1,overlapping,XM_004511307.3
STRG.5630.1,antisense,XM_004511331.3
STRG.5632.1,intronic,XR_003474580.1
STRG.5633.1,overlapping,XM_004511354.3
STRG.5634.1,overlapping,XR_003474592.1
STRG.5634.1,overlapping,XR_003474593.1
STRG.5634.1,overlapping,XR_003474594.1
STRG.5634.1,overlapping,XM_027337623.1
STRG.5635.1,overlapping,XM_004511362.3
STRG.5636.1,antisense,XM_012718900.2
STRG.5637.1,antisense,XM_012718899.2
STRG.5637.1,antisense,XM_027337383.1
STRG.5638.1,overlapping,XM_027337434.1
STRG.5639.1,intronic,XM_004511419.3
STRG.564.1,intronic,XM_004488545.3
STRG.5640.1,intronic,XR_003474463.1
STRG.5642.1,overlapping,XM_004511465.3
STRG.5643.1,overlapping,XR_001144542.2
STRG.5644.1,overlapping,XM_004511479.3
STRG.5645.1,antisense,XM_004511480.3
STRG.5646.1,antisense,XM_004511486.3
STRG.5646.1,antisense,XM_004511487.3
STRG.5647.1,overlapping,XM_012719019.2
STRG.5647.1,intronic,XM_027337600.1
STRG.5647.1,intronic,XM_004511499.3
STRG.5648.1,antisense,XM_004511507.3
STRG.5648.1,antisense,XM_027337673.1
STRG.5648.1,intronic,XM_004511506.3
STRG.5649.1,antisense,XM_012719076.2
STRG.565.1,antisense,XM_004488547.3
STRG.565.1,antisense,XM_027334572.1
STRG.5650.1,intronic,XM_027337368.1
STRG.5650.1,intronic,XM_004511517.3
STRG.5650.1,intronic,XM_027337367.1
STRG.5651.1,overlapping,NM_001279111.1
STRG.5651.1,intronic,XR_001144544.2
STRG.5652.1,overlapping,XR_003474554.1
STRG.5652.1,antisense,XM_004511530.3
STRG.5652.1,intronic,XR_003474555.1
STRG.5653.1,intronic,XM_004511536.3
STRG.5654.1,intronic,XM_012719026.2
STRG.5654.1,intronic,XM_027337550.1
STRG.5655.1,overlapping,XR_003474602.1
STRG.5656.1,overlapping,XR_003474601.1
STRG.5657.1,overlapping,XM_012719093.2
STRG.5657.1,overlapping,XM_027337528.1
STRG.5657.1,intronic,XM_004511552.3
STRG.5657.1,intronic,XM_012719092.2
STRG.5657.1,intronic,XM_004511550.3
STRG.5657.1,overlapping,XM_012719091.2
STRG.5657.1,intronic,XM_004511551.3
STRG.5657.1,intronic,XM_004511553.3
STRG.5658.1,intronic,XM_004511551.3
STRG.5658.1,intronic,XM_004511553.3
STRG.5658.1,intronic,XM_012719092.2
STRG.5658.1,intronic,XM_012719091.2
STRG.5658.1,intronic,XM_027337528.1
STRG.5658.1,intronic,XM_012719093.2
STRG.5658.1,intronic,XM_004511550.3
STRG.5658.1,intronic,XM_004511552.3
STRG.5659.1,overlapping,XM_004512136.1
STRG.5660.1,intronic,XM_004511573.3
STRG.5660.1,intronic,XM_027337395.1
STRG.5661.1,overlapping,XM_004511587.3
STRG.5661.1,intronic,XM_012719010.2
STRG.5662.1,overlapping,XM_004511618.3
STRG.5662.1,overlapping,XM_004511619.3
STRG.5662.1,overlapping,XM_004511620.3
STRG.5663.1,overlapping,XM_004511628.3
STRG.5664.1,intronic,XM_027337479.1
STRG.5665.1,antisense,unassigned_transcript_533
STRG.5665.1,overlapping,XM_004511693.3
STRG.5666.1,intronic,XM_012719045.2
STRG.5667.1,antisense,XM_027337575.1
STRG.5667.1,antisense,XM_012718969.2
STRG.5668.1,intronic,XM_027337525.1
STRG.5668.1,intronic,XM_004511711.3
STRG.5669.1,intronic,XM_004512147.3
STRG.5670.1,antisense,XM_027337412.1
STRG.5670.1,antisense,XM_027337415.1
STRG.5670.1,antisense,XM_027337413.1
STRG.5670.1,antisense,XM_012719085.2
STRG.5670.1,antisense,XM_012719084.2
STRG.5670.1,antisense,XM_012719081.2
STRG.5670.1,antisense,XM_004511734.3
STRG.5670.1,antisense,XM_027337414.1
STRG.5670.1,antisense,XM_027337411.1
STRG.5671.1,overlapping,XM_004511740.3
STRG.5671.1,overlapping,XM_004511741.3
STRG.5672.1,intronic,XR_003474506.1
STRG.5672.1,antisense,XM_012719039.2
STRG.5673.1,intronic,XM_012719022.2
STRG.5675.1,overlapping,XM_012718999.2
STRG.5675.1,overlapping,XM_004511749.3
STRG.5675.1,overlapping,XM_027337339.1
STRG.5675.1,overlapping,XM_004511750.3
STRG.5676.1,intronic,XR_003474489.1
STRG.5676.1,antisense,XM_004511751.3
STRG.5677.1,intronic,XM_004511752.3
STRG.5678.1,overlapping,XM_004511753.3
STRG.5678.1,overlapping,XR_003474575.1
STRG.5679.1,overlapping,XM_004511760.3
STRG.5679.1,overlapping,XR_003474447.1
STRG.5679.1,overlapping,XR_003474446.1
STRG.5679.2,overlapping,XR_003474446.1
STRG.5679.2,overlapping,XR_003474447.1
STRG.5679.2,overlapping,XM_004511760.3
STRG.568.1,overlapping,XM_004488548.3
STRG.5680.1,overlapping,XM_012719042.2
STRG.5681.1,intronic,XM_012719038.2
STRG.5682.1,antisense,XM_004511783.3
STRG.5683.1,antisense,XM_004511788.3
STRG.5684.1,intronic,XM_027337653.1
STRG.5685.1,overlapping,XM_027337675.1
STRG.5685.1,overlapping,XM_027337674.1
STRG.5685.1,overlapping,XM_004511810.3
STRG.5685.1,overlapping,XM_004511809.3
STRG.5685.1,overlapping,XR_003474607.1
STRG.5685.1,overlapping,XR_001144561.2
STRG.5685.1,overlapping,XM_027337676.1
STRG.5685.1,overlapping,XM_027337677.1
STRG.5685.1,overlapping,XR_003474608.1
STRG.5686.1,overlapping,XR_003474462.1
STRG.5687.1,intronic,XM_004511821.3
STRG.5688.1,intronic,XM_004511830.3
STRG.5689.1,overlapping,XR_003474483.1
STRG.569.1,overlapping,XR_001142990.2
STRG.569.1,overlapping,XR_001142988.2
STRG.569.1,overlapping,XR_003472920.1
STRG.5690.1,overlapping,XR_003474600.1
STRG.5690.1,antisense,XM_004511843.3
STRG.5691.1,antisense,XM_012719111.2
STRG.5692.1,intronic,XR_003474441.1
STRG.5692.1,antisense,XM_004511862.3
STRG.5693.1,antisense,XM_004511884.3
STRG.5694.1,intronic,XM_004511895.3
STRG.5695.1,antisense,XM_004511903.2
STRG.5696.1,overlapping,XR_003474520.1
STRG.5697.1,intronic,XM_004511912.3
STRG.5697.1,intronic,XM_004511911.3
STRG.5697.1,intronic,XM_004511913.3
STRG.5698.1,overlapping,XM_012719031.2
STRG.57.1,intronic,XR_003473213.1
STRG.5700.1,overlapping,XM_027337511.1
STRG.5700.1,overlapping,XM_012719100.2
STRG.5700.1,antisense,XM_004511936.3
STRG.5701.1,antisense,XM_012719001.2
STRG.5701.1,overlapping,XM_004511939.3
STRG.5701.1,antisense,XM_012719002.2
STRG.5701.1,antisense,XM_012719000.2
STRG.5703.1,intronic,XM_012719000.2
STRG.5703.1,intronic,XM_012719001.2
STRG.5703.1,overlapping,XM_012719002.2
STRG.5704.1,intronic,XM_004511942.3
STRG.5705.1,intronic,XM_004511945.2
STRG.5706.1,overlapping,XM_027337475.1
STRG.5707.1,overlapping,XR_003474598.1
STRG.5707.2,overlapping,XR_003474598.1
STRG.5707.3,overlapping,XR_003474598.1
STRG.5708.1,antisense,XM_004512165.3
STRG.5710.1,overlapping,XM_004511970.3
STRG.5711.1,intronic,XM_004511975.3
STRG.5712.1,antisense,XM_004511976.3
STRG.5713.1,intronic,XM_004511979.3
STRG.5714.1,intronic,XM_027337254.1
STRG.5714.1,overlapping,XM_004511981.3
STRG.5715.1,overlapping,XM_004511985.3
STRG.5715.1,overlapping,XM_012718980.2
STRG.5716.1,overlapping,XM_027337323.1
STRG.5716.1,overlapping,XR_003474480.1
STRG.5716.1,overlapping,XR_001144549.2
STRG.5716.1,antisense,XR_003474482.1
STRG.5716.1,overlapping,XR_003474481.1
STRG.5716.2,overlapping,XR_003474481.1
STRG.5716.2,overlapping,XR_001144549.2
STRG.5716.2,overlapping,XR_003474480.1
STRG.5716.2,overlapping,XM_027337323.1
STRG.5718.1,intronic,XM_027337490.1
STRG.5718.1,overlapping,XM_027337487.1
STRG.5718.1,overlapping,XM_027337491.1
STRG.5718.1,antisense,XM_004511993.3
STRG.5718.1,intronic,XM_027337488.1
STRG.5719.1,intronic,XR_190271.3
STRG.5720.1,intronic,XM_027337669.1
STRG.5721.1,intronic,XM_027337256.1
STRG.5722.1,antisense,XM_004511997.3
STRG.5722.1,antisense,XM_027337618.1
STRG.5723.1,overlapping,XM_012719067.1
STRG.5723.1,overlapping,XM_012719066.2
STRG.5723.1,overlapping,XM_012719068.2
STRG.5724.1,overlapping,XR_003474519.1
STRG.5724.1,antisense,XM_027337380.1
STRG.5724.1,intronic,XR_003474518.1
STRG.5725.1,antisense,XM_012719109.2
STRG.5726.1,antisense,XM_004512023.3
STRG.5727.1,overlapping,XR_003474445.1
STRG.5728.1,overlapping,XM_012718979.2
STRG.5728.1,overlapping,XM_004512058.3
STRG.573.1,antisense,XM_004488554.3
STRG.5730.1,antisense,XM_012719088.2
STRG.5730.1,antisense,XM_004512060.3
STRG.5731.1,overlapping,XM_004512170.1
STRG.5731.1,intronic,XM_027337228.1
STRG.5732.1,overlapping,XM_004512071.3
STRG.5732.1,overlapping,XM_012719009.2
STRG.5733.1,antisense,XM_004512090.3
STRG.5735.1,overlapping,XM_004512111.3
STRG.5735.1,overlapping,XM_004512112.3
STRG.5735.2,overlapping,XM_004512112.3
STRG.5735.2,overlapping,XM_004512111.3
STRG.5736.1,overlapping,XM_004512114.3
STRG.5736.1,overlapping,XM_012719011.2
STRG.5737.1,overlapping,XM_027337652.1
STRG.5737.1,antisense,XM_004512117.3
STRG.5738.1,intronic,XR_003474534.1
STRG.5739.1,antisense,XM_004512125.3
STRG.574.1,overlapping,XR_003470901.1
STRG.5740.1,overlapping,XM_004512181.3
STRG.5742.1,overlapping,XR_003474573.1
STRG.5745.1,intronic,XR_003474587.1
STRG.5746.1,antisense,XM_027337348.1
STRG.5746.1,antisense,XM_027337347.1
STRG.5747.1,antisense,XM_004512207.3
STRG.5747.1,antisense,XR_003474651.1
STRG.5748.1,intronic,XM_004512209.3
STRG.5749.1,intronic,XM_004512213.3
STRG.5749.1,overlapping,XM_004512212.3
STRG.5749.1,antisense,XM_027337477.1
STRG.575.1,overlapping,XR_003474737.1
STRG.5750.1,overlapping,XM_004512215.3
STRG.5750.1,overlapping,XM_004512216.3
STRG.5750.1,overlapping,XM_027337313.1
STRG.5750.1,overlapping,XM_012719125.2
STRG.5751.1,intronic,XM_004512376.3
STRG.5752.1,antisense,XM_004512233.3
STRG.5753.1,overlapping,XR_003474556.1
STRG.5753.1,overlapping,XR_001144587.2
STRG.5753.1,overlapping,XR_003474558.1
STRG.5753.1,overlapping,XR_003474557.1
STRG.5753.2,overlapping,XR_003474558.1
STRG.5753.2,overlapping,XR_003474557.1
STRG.5753.2,overlapping,XR_001144587.2
STRG.5753.2,overlapping,XR_003474556.1
STRG.5755.1,intronic,XR_190280.3
STRG.5758.3,overlapping,XM_027337439.1
STRG.5759.1,intronic,XR_003474442.1
STRG.576.1,intronic,XR_003473723.1
STRG.5760.1,overlapping,XR_003474526.1
STRG.5761.1,intronic,XR_003474526.1
STRG.5762.1,intronic,XR_003474547.1
STRG.5762.1,intronic,XR_003474548.1
STRG.5762.1,intronic,XR_001144589.2
STRG.5762.1,overlapping,XR_003474546.1
STRG.5762.1,intronic,XR_003474549.1
STRG.5763.1,overlapping,XR_003474544.1
STRG.5763.1,antisense,XR_003474547.1
STRG.5763.1,overlapping,XR_003474543.1
STRG.5763.1,overlapping,XR_003474542.1
STRG.5763.1,overlapping,XR_003474541.1
STRG.5763.1,antisense,XR_001144589.2
STRG.5763.1,antisense,XR_003474549.1
STRG.5763.1,overlapping,XR_190282.3
STRG.5763.1,antisense,XR_003474548.1
STRG.5763.2,overlapping,XR_190282.3
STRG.5763.2,overlapping,XR_003474542.1
STRG.5763.2,overlapping,XR_003474541.1
STRG.5763.2,overlapping,XR_003474543.1
STRG.5763.2,overlapping,XR_003474544.1
STRG.5763.2,antisense,XR_003474548.1
STRG.5763.2,antisense,XR_003474547.1
STRG.5765.1,antisense,XM_004512255.3
STRG.5765.1,antisense,XM_027337303.1
STRG.5765.1,antisense,XM_004512256.2
STRG.5767.1,intronic,XM_004512258.3
STRG.5768.1,overlapping,XM_027337250.1
STRG.5768.1,overlapping,XM_027337249.1
STRG.5768.1,overlapping,XM_027337248.1
STRG.5768.1,overlapping,XM_027337245.1
STRG.5768.1,overlapping,XM_027337246.1
STRG.5768.1,intronic,XR_003474460.1
STRG.5768.1,overlapping,XM_027337247.1
STRG.5769.1,intronic,XR_003474461.1
STRG.5771.1,antisense,XM_012719127.2
STRG.5771.1,antisense,XM_004512274.3
STRG.5771.1,antisense,XM_004512273.3
STRG.5772.1,overlapping,XR_003474585.1
STRG.5774.1,antisense,XM_027337578.1
STRG.5774.1,overlapping,XR_003474581.1
STRG.5774.1,antisense,XM_004512294.3
STRG.5775.1,overlapping,XM_004512296.3
STRG.5775.1,overlapping,XM_004512297.3
STRG.5776.1,overlapping,XM_027337482.1
STRG.5778.1,intronic,XM_004512388.3
STRG.5779.1,antisense,XM_012719153.1
STRG.578.1,overlapping,XM_004488598.3
STRG.578.1,overlapping,XM_004488599.3
STRG.5780.1,overlapping,XM_004512318.3
STRG.5780.1,overlapping,XM_004512319.3
STRG.5781.1,overlapping,XM_004512321.2
STRG.5781.1,overlapping,XM_012719122.2
STRG.5781.1,overlapping,XM_004512322.3
STRG.5781.1,overlapping,XM_004512320.3
STRG.5781.2,overlapping,XM_004512322.3
STRG.5781.2,overlapping,XM_004512321.2
STRG.5781.2,overlapping,XM_004512320.3
STRG.5781.2,overlapping,XM_012719122.2
STRG.5782.1,overlapping,XM_004512332.3
STRG.5782.1,overlapping,XM_004512333.3
STRG.5783.1,antisense,XM_004512339.3
STRG.5783.1,antisense,XM_004512338.3
STRG.5784.1,overlapping,XM_004512340.3
STRG.5789.1,antisense,XM_012719163.2
STRG.5789.1,antisense,XM_004512391.3
STRG.579.1,overlapping,XR_001143120.2
STRG.5790.1,overlapping,XM_004512399.3
STRG.5791.1,overlapping,XM_004512404.3
STRG.5792.1,intronic,XM_027337231.1
STRG.5793.1,antisense,XM_027337564.1
STRG.5793.1,antisense,XM_004512417.3
STRG.5793.1,antisense,XM_027337563.1
STRG.5794.1,overlapping,XM_004512425.3
STRG.5796.1,intronic,XR_003474604.1
STRG.5797.1,overlapping,XM_004512440.3
STRG.5799.1,overlapping,XM_004512441.3
STRG.58.1,overlapping,XM_004485665.3
STRG.580.1,antisense,XM_012712168.2
STRG.5800.1,intronic,XM_012719166.2
STRG.5801.1,intronic,XM_004512453.3
STRG.5802.1,antisense,XM_012719169.2
STRG.5802.1,antisense,XM_027337646.1
STRG.5803.1,antisense,XM_004512456.3
STRG.5804.1,intronic,XM_012719170.1
STRG.5805.1,overlapping,XM_004512463.3
STRG.5805.1,antisense,XM_004512462.3
STRG.5806.1,overlapping,XM_027337484.1
STRG.5808.1,overlapping,XM_027337544.1
STRG.5808.1,intronic,XM_004512477.3
STRG.5808.1,overlapping,XM_027337542.1
STRG.5808.1,overlapping,XM_027337545.1
STRG.5808.1,overlapping,XM_012719184.2
STRG.5808.1,overlapping,XM_027337543.1
STRG.5808.1,overlapping,XM_027337548.1
STRG.5808.1,overlapping,XM_027337546.1
STRG.5808.1,intronic,XM_004512478.3
STRG.5808.1,overlapping,XM_027337547.1
STRG.5809.1,overlapping,XR_003474597.1
STRG.581.1,overlapping,XM_012712168.2
STRG.5810.1,overlapping,XR_003474599.1
STRG.5812.1,overlapping,XR_190289.3
STRG.5813.1,antisense,XM_004512493.3
STRG.5813.1,intronic,XM_027337446.1
STRG.5813.1,overlapping,XM_004512495.3
STRG.5813.1,overlapping,XM_027337445.1
STRG.5814.1,intronic,XR_003474444.1
STRG.5815.1,overlapping,XM_004512540.3
STRG.5816.1,antisense,XR_001144606.2
STRG.5817.1,intronic,XR_001144606.2
STRG.5818.1,antisense,XM_004512546.3
STRG.5818.1,antisense,XM_004512545.3
STRG.5818.1,antisense,XM_004512548.3
STRG.5818.1,overlapping,XR_003474595.1
STRG.5819.1,antisense,XM_004512564.3
STRG.5820.1,antisense,XM_004512580.3
STRG.5821.1,overlapping,XR_001144594.2
STRG.5821.1,overlapping,XR_001144596.2
STRG.5821.1,overlapping,XR_003474470.1
STRG.5821.1,overlapping,XR_001144603.2
STRG.5821.1,overlapping,XR_003474471.1
STRG.5821.1,overlapping,XR_001144604.2
STRG.5821.1,overlapping,XM_027337291.1
STRG.5821.1,overlapping,XM_012719201.2
STRG.5821.1,overlapping,XM_027337293.1
STRG.5821.1,overlapping,XM_027337294.1
STRG.5821.1,overlapping,XM_027337292.1
STRG.5822.1,antisense,XM_027337294.1
STRG.5822.1,antisense,XM_027337293.1
STRG.5823.1,intronic,XM_027337297.1
STRG.5823.1,antisense,XM_027337294.1
STRG.5823.1,antisense,XM_027337293.1
STRG.5824.1,intronic,XM_027337293.1
STRG.5824.1,intronic,XM_027337294.1
STRG.5824.1,intronic,XM_027337295.1
STRG.5825.1,intronic,XM_027337430.1
STRG.5826.1,overlapping,XM_004512586.3
STRG.5826.1,overlapping,XM_004512587.3
STRG.5826.1,antisense,XM_027337500.1
STRG.5827.1,intronic,XM_027337384.1
STRG.5827.1,intronic,XM_027337385.1
STRG.5829.1,overlapping,XM_004512593.2
STRG.583.1,antisense,XM_004488607.3
STRG.5830.1,antisense,XM_012719216.2
STRG.5830.1,overlapping,XR_003474517.1
STRG.5831.1,intronic,XM_027337658.1
STRG.5831.1,intronic,XM_004512608.3
STRG.5833.1,intronic,XR_003474516.1
STRG.5833.1,overlapping,XR_003474515.1
STRG.5834.1,overlapping,XM_004512613.3
STRG.5835.1,overlapping,XR_001144611.2
STRG.5835.1,overlapping,XR_190295.3
STRG.5835.1,overlapping,XR_003474512.1
STRG.5835.1,overlapping,XR_001144610.2
STRG.5836.1,overlapping,XM_027337371.1
STRG.5836.1,overlapping,XR_001144609.2
STRG.5836.1,overlapping,XR_003474511.1
STRG.5836.1,overlapping,XM_004512611.3
STRG.5837.1,overlapping,XM_012719217.1
STRG.5838.1,overlapping,XM_012719218.2
STRG.5838.1,overlapping,XM_012719211.2
STRG.5839.1,antisense,XM_012719211.2
STRG.5839.1,overlapping,XR_003474589.1
STRG.5839.1,overlapping,XR_003474590.1
STRG.584.1,overlapping,XR_003472952.1
STRG.5841.1,overlapping,XM_004512620.3
STRG.5841.1,overlapping,XM_004512621.3
STRG.5841.1,overlapping,XM_027337290.1
STRG.5842.1,overlapping,XR_003474510.1
STRG.5843.1,overlapping,XR_001144608.2
STRG.5844.1,antisense,XM_004512649.1
STRG.5845.1,antisense,XR_003474501.1
STRG.5845.1,antisense,XR_003474500.1
STRG.5845.1,antisense,XR_003474503.1
STRG.5845.1,antisense,XR_003474502.1
STRG.5845.1,antisense,XM_027337364.1
STRG.5847.1,overlapping,XM_027337364.1
STRG.5847.1,overlapping,XR_003474502.1
STRG.5847.1,overlapping,XR_003474503.1
STRG.5847.1,overlapping,XR_003474501.1
STRG.5847.1,overlapping,XR_003474500.1
STRG.5848.1,intronic,XR_003474504.1
STRG.5849.1,overlapping,XM_012719222.2
STRG.585.1,antisense,XM_004488609.3
STRG.585.1,antisense,XR_189366.3
STRG.5850.1,antisense,XM_027337363.1
STRG.5850.1,overlapping,XR_003474634.1
STRG.5850.1,overlapping,XR_003474636.1
STRG.5850.1,antisense,XM_012719223.2
